Customer ID,Gender,Age,Order Count,Avg Order Value (Rp),Favorite Food,Favorite Drink,Visit Frequency (per month),Stay Duration (minutes),Payment Method,Customer Rating,Work Type,Referral Count,Time of Visit,Preferred Ordering Method,Holiday Visits,Repeat Order Due to Stay Duration
Customer389,Male,48.0,37.0,102455.0,Salad & Soup,Classic Coffee,16.0,60,Cash,4.5,Entrepreneur,17,Night,Dine-in,y,False
Customer390,Female,55.0,38.0,113683.0,Snacks,Frappe,9.0,61,Debit Card,1.2,Employee,3,Evening,Dine-in,y,False
Customer391,Male,49.0,31.0,104477.0,Asian Delight,Others,10.0,95,Cash,4.4,Entrepreneur,10,Afternoon,Takeaway,y,False
Customer392,Female,55.0,50.0,92428.0,Pizza,Barista Drinks,29.0,105,E-Wallet,4.7,Student,18,Afternoon,Delivery,y,True
Customer393,Male,21.0,46.0,107823.0,Spaghetti,Mocktail,16.0,111,Debit Card,4.4,Freelancer,7,Evening,Takeaway,y,False
Customer394,Male,31.0,3.0,75173.0,Asian Delight,Smoothies,25.0,12,E-Wallet,4.7,Employee,6,Afternoon,Takeaway,y,False
Customer395,Male,28.0,24.0,86229.0,Pizza,Smoothies,27.0,48,Debit Card,4.0,Employee,14,Evening,Takeaway,y,False
Customer396,Male,22.0,6.0,76709.0,Asian Delight,Yakult,16.0,63,Cash,3.9,Freelancer,14,Afternoon,Delivery,y,True
Customer397,Female,50.0,41.0,68649.0,Spaghetti,Yakult,5.0,33,Debit Card,3.4,Retired,2,Morning,Dine-in,y,True
Customer398,Female,59.0,8.0,25503.0,Spaghetti,Mocktail,12.0,105,Debit Card,4.6,Employee,12,Afternoon,Takeaway,y,False
Customer399,Female,19.0,16.0,118947.0,Snacks,Mocktail,13.0,84,Credit Card,4.6,Entrepreneur,16,Evening,Delivery,y,True
Customer400,Male,54.0,18.0,110827.0,Salad & Soup,Others,5.0,74,Credit Card,2.6,Student,3,Evening,Dine-in,y,False
Customer401,Female,54.0,14.0,23301.0,Salad & Soup,Mocktail,17.0,101,Cash,3.3,Entrepreneur,12,Night,Delivery,y,True
Customer402,Female,59.0,22.0,24139.0,Spaghetti,Mocktail,3.0,23,Debit Card,2.3,Freelancer,17,Morning,Dine-in,y,False
Customer403,Male,29.0,47.0,96159.0,Pizza,Kopi Susu Lokal,21.0,116,Debit Card,1.6,Student,3,Night,Delivery,y,False
Customer404,Male,28.0,26.0,26513.0,Asian Delight,Kopi Susu Lokal,20.0,83,Cash,2.6,Employee,2,Afternoon,Takeaway,y,True
Customer405,Female,30.0,14.0,36081.0,Pizza,Barista Drinks,26.0,88,Cash,1.8,Employee,14,Evening,Takeaway,y,True
Customer406,Female,18.0,1.0,48002.0,Rice Bowl,Frappe,12.0,16,E-Wallet,3.8,Student,20,Night,Takeaway,y,False
Customer407,Female,20.0,32.0,29475.0,Salad & Soup,Smoothies,9.0,67,Debit Card,2.7,Student,7,Evening,Takeaway,y,True
Customer408,Male,32.0,24.0,38311.0,Salad & Soup,Classic Coffee,25.0,54,E-Wallet,4.1,Employee,20,Evening,Dine-in,y,False
Customer409,Female,33.0,3.0,56000.0,Burgers & Sandwiches,Kopi Susu Lokal,25.0,35,Cash,2.7,Freelancer,9,Morning,Takeaway,y,True
Customer410,Male,30.0,26.0,73123.0,Pizza,Mocktail,26.0,69,Cash,1.5,Employee,19,Night,Dine-in,y,False
Customer411,Female,47.0,29.0,53559.0,Asian Delight,Manual Brew,19.0,34,Debit Card,3.7,Retired,6,Evening,Dine-in,y,True
Customer412,Female,25.0,40.0,24036.0,Spaghetti,Frappe,6.0,64,Debit Card,4.0,Student,9,Morning,Delivery,y,False
Customer413,Female,45.0,19.0,69505.0,Snacks,Yakult,25.0,15,Debit Card,2.7,Freelancer,6,Evening,Dine-in,y,False
Customer414,Female,58.0,16.0,97054.0,Spaghetti,Manual Brew,8.0,54,Debit Card,3.7,Entrepreneur,1,Evening,Dine-in,y,False
Customer415,Female,57.0,40.0,26143.0,Pizza,Smoothies,5.0,94,E-Wallet,4.5,Freelancer,8,Afternoon,Dine-in,y,False
Customer416,Female,41.0,7.0,33250.0,Burgers & Sandwiches,Frappe,23.0,77,Credit Card,4.7,Entrepreneur,18,Evening,Takeaway,y,True
Customer417,Female,47.0,30.0,129238.0,Salad & Soup,Others,1.0,119,Credit Card,3.2,Entrepreneur,12,Night,Delivery,y,True
Customer418,Female,24.0,15.0,89272.0,Snacks,Barista Drinks,6.0,119,Credit Card,1.8,Student,7,Night,Delivery,y,False
Customer419,Male,28.0,21.0,94810.0,Snacks,Smoothies,13.0,110,Debit Card,2.2,Freelancer,15,Evening,Takeaway,y,False
Customer420,Female,41.0,33.0,75867.0,Rice Bowl,Juices,30.0,53,E-Wallet,2.6,Retired,14,Night,Delivery,y,False
Customer421,Female,21.0,18.0,79109.0,Salad & Soup,Yakult,17.0,99,Debit Card,1.3,Entrepreneur,1,Night,Delivery,y,False
Customer422,Female,25.0,37.0,65909.0,Snacks,Kopi Susu Lokal,29.0,92,E-Wallet,1.7,Employee,15,Evening,Delivery,y,False
Customer423,Male,43.0,29.0,34589.0,Salad & Soup,Mocktail,6.0,85,Credit Card,3.7,Employee,17,Afternoon,Takeaway,y,False
Customer424,Male,47.0,34.0,48178.0,Asian Delight,Frappe,12.0,28,Cash,4.1,Retired,2,Evening,Delivery,y,True
Customer425,Female,38.0,31.0,101201.0,Rice Bowl,Barista Drinks,8.0,76,Debit Card,3.5,Entrepreneur,7,Afternoon,Takeaway,y,False
Customer426,Male,57.0,5.0,119200.0,Salad & Soup,Others,21.0,104,Debit Card,4.5,Freelancer,1,Night,Takeaway,y,True
Customer427,Male,22.0,34.0,40820.0,Salad & Soup,Frappe,11.0,34,Cash,4.3,Retired,2,Afternoon,Takeaway,y,True
Customer428,Female,48.0,2.0,28309.0,Burgers & Sandwiches,Mocktail,18.0,25,E-Wallet,3.5,Retired,14,Morning,Takeaway,y,False
Customer429,Male,24.0,44.0,109420.0,Salad & Soup,Barista Drinks,28.0,109,Credit Card,2.8,Student,18,Afternoon,Delivery,y,False
Customer430,Female,35.0,23.0,50101.0,Spaghetti,Others,1.0,13,Credit Card,4.0,Retired,14,Afternoon,Takeaway,y,False
Customer431,Female,29.0,35.0,146036.0,Snacks,Others,4.0,75,Credit Card,4.0,Entrepreneur,14,Morning,Dine-in,y,False
Customer432,Female,60.0,13.0,21847.0,Western Food,Others,10.0,51,Debit Card,2.3,Entrepreneur,16,Afternoon,Delivery,y,True
Customer433,Female,28.0,36.0,112300.0,Western Food,Mocktail,26.0,107,Credit Card,2.2,Employee,15,Afternoon,Dine-in,y,True
Customer434,Male,40.0,30.0,28828.0,Spaghetti,Kopi Susu Lokal,4.0,111,Cash,2.1,Employee,4,Evening,Delivery,y,True
Customer435,Male,27.0,22.0,139806.0,Snacks,Yakult,14.0,102,Credit Card,4.8,Entrepreneur,2,Night,Delivery,y,False
Customer436,Female,19.0,4.0,116634.0,Rice Bowl,Frappe,29.0,22,Cash,3.5,Freelancer,19,Afternoon,Dine-in,y,False
Customer437,Female,47.0,4.0,127843.0,Pizza,Others,6.0,71,E-Wallet,3.0,Freelancer,20,Night,Takeaway,y,True
Customer438,Female,39.0,11.0,142834.0,Snacks,Juices,17.0,75,E-Wallet,1.0,Student,4,Afternoon,Takeaway,y,False
Customer439,Male,52.0,9.0,146954.0,Rice Bowl,Others,14.0,83,Credit Card,4.3,Entrepreneur,8,Afternoon,Takeaway,y,True
Customer440,Male,57.0,30.0,110668.0,Snacks,Kopi Susu Lokal,22.0,82,Debit Card,1.1,Retired,18,Evening,Takeaway,y,False
Customer441,Female,50.0,32.0,102075.0,Pizza,Mocktail,27.0,23,Debit Card,1.6,Entrepreneur,18,Afternoon,Takeaway,y,False
Customer442,Male,20.0,40.0,68059.0,Western Food,Yakult,10.0,86,Debit Card,4.1,Freelancer,5,Night,Takeaway,y,False
Customer443,Male,39.0,27.0,107315.0,Rice Bowl,Juices,6.0,62,Cash,3.1,Entrepreneur,19,Afternoon,Delivery,y,False
Customer444,Female,33.0,17.0,118888.0,Snacks,Barista Drinks,13.0,70,Credit Card,1.9,Employee,14,Afternoon,Dine-in,y,True
Customer445,Male,30.0,35.0,22067.0,Western Food,Manual Brew,18.0,30,Cash,1.8,Retired,8,Morning,Dine-in,y,False
Customer446,Male,29.0,18.0,78327.0,Spaghetti,Others,20.0,90,Debit Card,2.8,Employee,2,Evening,Delivery,y,False
Customer447,Male,48.0,44.0,145148.0,Pizza,Juices,14.0,104,Credit Card,2.0,Employee,14,Night,Dine-in,y,False
Customer448,Female,43.0,2.0,41219.0,Burgers & Sandwiches,Yakult,26.0,25,Cash,2.9,Entrepreneur,12,Morning,Dine-in,y,True
Customer449,Female,55.0,11.0,111715.0,Rice Bowl,Others,23.0,79,E-Wallet,3.5,Student,18,Evening,Delivery,y,False
Customer450,Female,53.0,20.0,62781.0,Rice Bowl,Manual Brew,6.0,27,Credit Card,2.0,Freelancer,15,Afternoon,Dine-in,y,True
Customer451,Female,25.0,23.0,85847.0,Pizza,Kopi Susu Lokal,4.0,63,E-Wallet,3.6,Retired,6,Morning,Delivery,y,True
Customer452,Female,52.0,47.0,57335.0,Spaghetti,Classic Coffee,17.0,88,Cash,4.5,Entrepreneur,12,Afternoon,Dine-in,y,False
Customer453,Female,57.0,27.0,23643.0,Spaghetti,Manual Brew,8.0,64,Cash,4.7,Retired,18,Evening,Delivery,y,False
Customer454,Female,44.0,24.0,100137.0,Burgers & Sandwiches,Juices,19.0,10,E-Wallet,3.3,Entrepreneur,15,Night,Dine-in,y,True
Customer455,Male,43.0,16.0,103248.0,Spaghetti,Classic Coffee,12.0,44,E-Wallet,4.9,Retired,4,Night,Dine-in,y,False
Customer456,Male,45.0,18.0,117803.0,Burgers & Sandwiches,Frappe,20.0,49,Cash,2.9,Freelancer,19,Morning,Delivery,y,False
Customer457,Female,44.0,28.0,44020.0,Asian Delight,Yakult,20.0,21,Credit Card,3.5,Employee,20,Night,Delivery,y,False
Customer458,Male,31.0,47.0,142174.0,Salad & Soup,Barista Drinks,13.0,77,Debit Card,3.0,Freelancer,15,Afternoon,Takeaway,y,False
Customer459,Female,26.0,15.0,116808.0,Asian Delight,Manual Brew,19.0,36,Debit Card,1.9,Retired,7,Morning,Takeaway,y,False
Customer460,Male,23.0,48.0,80824.0,Western Food,Frappe,6.0,75,Debit Card,1.3,Employee,2,Evening,Takeaway,y,False
Customer461,Female,21.0,18.0,44799.0,Snacks,Smoothies,29.0,26,Debit Card,4.5,Retired,3,Morning,Delivery,y,True
Customer462,Female,37.0,48.0,147461.0,Burgers & Sandwiches,Frappe,19.0,95,Credit Card,4.9,Entrepreneur,1,Night,Takeaway,y,False
Customer463,Male,27.0,1.0,20856.0,Snacks,Others,5.0,25,Cash,1.1,Freelancer,18,Afternoon,Takeaway,y,False
Customer464,Male,40.0,4.0,131117.0,Salad & Soup,Frappe,30.0,75,Cash,2.0,Entrepreneur,16,Afternoon,Takeaway,y,False
Customer465,Male,27.0,32.0,89294.0,Pizza,Mocktail,10.0,72,E-Wallet,4.8,Student,13,Night,Dine-in,y,True
Customer466,Female,46.0,28.0,25705.0,Asian Delight,Classic Coffee,21.0,48,Cash,4.7,Student,19,Night,Dine-in,y,False
Customer467,Female,59.0,36.0,120460.0,Salad & Soup,Classic Coffee,25.0,120,Credit Card,2.8,Entrepreneur,11,Afternoon,Takeaway,y,False
Customer468,Female,56.0,43.0,36532.0,Burgers & Sandwiches,Others,25.0,47,Debit Card,2.6,Retired,16,Afternoon,Takeaway,y,False
Customer469,Male,37.0,35.0,74443.0,Snacks,Mocktail,24.0,57,E-Wallet,4.9,Freelancer,9,Evening,Takeaway,y,True
Customer470,Female,27.0,44.0,54365.0,Burgers & Sandwiches,Classic Coffee,24.0,86,E-Wallet,4.1,Retired,2,Morning,Dine-in,y,False
Customer471,Female,50.0,31.0,148796.0,Western Food,Classic Coffee,12.0,63,E-Wallet,4.8,Employee,18,Night,Takeaway,y,True
Customer472,Male,28.0,30.0,86978.0,Snacks,Juices,27.0,59,Debit Card,2.1,Retired,16,Night,Delivery,y,True
Customer473,Female,40.0,47.0,49119.0,Pizza,Juices,27.0,65,Credit Card,4.5,Employee,11,Evening,Dine-in,y,True
Customer474,Male,48.0,34.0,90307.0,Salad & Soup,Barista Drinks,28.0,97,Cash,3.7,Student,4,Afternoon,Takeaway,y,False
Customer475,Female,49.0,37.0,146368.0,Rice Bowl,Others,12.0,61,E-Wallet,4.0,Employee,8,Morning,Delivery,y,True
Customer476,Male,59.0,29.0,118080.0,Salad & Soup,Others,13.0,43,Cash,2.3,Employee,15,Night,Takeaway,y,True
Customer477,Male,39.0,35.0,91518.0,Spaghetti,Mocktail,8.0,69,E-Wallet,4.7,Retired,8,Afternoon,Delivery,y,False
Customer478,Female,35.0,7.0,39164.0,Spaghetti,Barista Drinks,16.0,48,E-Wallet,3.5,Retired,2,Evening,Dine-in,y,True
Customer479,Male,46.0,31.0,108900.0,Asian Delight,Frappe,1.0,78,E-Wallet,3.5,Entrepreneur,16,Morning,Dine-in,y,False
Customer480,Male,46.0,6.0,85200.0,Snacks,Mocktail,15.0,29,Debit Card,3.4,Entrepreneur,8,Afternoon,Delivery,y,True
Customer481,Male,51.0,11.0,62870.0,Pizza,Yakult,25.0,105,Cash,3.1,Student,11,Night,Takeaway,y,True
Customer482,Male,46.0,3.0,93448.0,Snacks,Smoothies,1.0,71,Credit Card,2.1,Retired,16,Evening,Takeaway,y,False
Customer483,Female,59.0,11.0,85899.0,Western Food,Manual Brew,21.0,88,E-Wallet,4.3,Retired,20,Morning,Delivery,y,False
Customer484,Female,34.0,35.0,106985.0,Pizza,Smoothies,1.0,18,E-Wallet,4.4,Freelancer,4,Evening,Takeaway,y,True
Customer485,Male,59.0,45.0,55262.0,Pizza,Barista Drinks,14.0,31,Cash,4.3,Retired,14,Evening,Dine-in,y,False
Customer486,Male,47.0,50.0,136740.0,Pizza,Others,26.0,68,Cash,3.2,Entrepreneur,4,Evening,Takeaway,y,True
Customer487,Female,58.0,37.0,94418.0,Rice Bowl,Barista Drinks,6.0,26,Cash,2.9,Freelancer,17,Morning,Dine-in,y,False
Customer488,Male,59.0,14.0,109743.0,Pizza,Juices,6.0,80,E-Wallet,3.3,Retired,7,Night,Dine-in,y,True
Customer489,Female,41.0,49.0,82410.0,Burgers & Sandwiches,Others,17.0,34,Debit Card,3.6,Freelancer,15,Evening,Delivery,y,False
Customer490,Female,43.0,3.0,53930.0,Western Food,Juices,10.0,87,Debit Card,1.8,Entrepreneur,8,Night,Delivery,y,False
Customer491,Female,20.0,5.0,90233.0,Rice Bowl,Smoothies,19.0,73,Cash,1.2,Employee,20,Night,Takeaway,y,False
Customer492,Male,49.0,39.0,69966.0,Pizza,Kopi Susu Lokal,23.0,22,Credit Card,3.2,Freelancer,17,Afternoon,Dine-in,y,True
Customer493,Female,43.0,4.0,129904.0,Western Food,Kopi Susu Lokal,29.0,103,Cash,4.6,Freelancer,10,Evening,Dine-in,y,False
Customer494,Female,56.0,17.0,94046.0,Western Food,Manual Brew,21.0,79,Cash,2.3,Freelancer,7,Morning,Delivery,y,True
Customer495,Female,60.0,36.0,102492.0,Western Food,Manual Brew,11.0,17,Credit Card,4.8,Student,7,Morning,Delivery,y,True
Customer496,Female,22.0,7.0,27281.0,Spaghetti,Frappe,6.0,51,Debit Card,4.2,Freelancer,14,Evening,Takeaway,y,True
Customer497,Male,31.0,13.0,64290.0,Asian Delight,Mocktail,22.0,120,Cash,4.9,Freelancer,20,Morning,Dine-in,y,True
Customer498,Female,43.0,42.0,113387.0,Spaghetti,Classic Coffee,25.0,10,Debit Card,3.4,Freelancer,3,Morning,Dine-in,y,True
Customer499,Female,46.0,16.0,47334.0,Burgers & Sandwiches,Frappe,26.0,87,Credit Card,3.1,Employee,2,Evening,Delivery,y,True
Customer500,Male,60.0,39.0,55174.0,Pizza,Kopi Susu Lokal,19.0,11,Debit Card,1.5,Freelancer,13,Evening,Dine-in,y,False
Customer501,Male,32.0,14.0,80472.0,Asian Delight,Classic Coffee,30.0,75,E-Wallet,1.4,Entrepreneur,19,Evening,Delivery,y,True
Customer502,Female,20.0,25.0,22020.0,Western Food,Smoothies,4.0,15,Cash,2.5,Retired,14,Evening,Dine-in,y,True
Customer503,Female,30.0,24.0,125400.0,Pizza,Mocktail,10.0,63,Debit Card,3.2,Freelancer,11,Night,Dine-in,y,False
Customer504,Female,33.0,22.0,23655.0,Snacks,Juices,20.0,92,Credit Card,1.5,Student,15,Night,Delivery,y,True
Customer505,Female,54.0,38.0,59872.0,Pizza,Smoothies,7.0,117,Credit Card,1.9,Student,11,Morning,Dine-in,y,True
Customer506,Male,32.0,6.0,143163.0,Pizza,Juices,18.0,113,Cash,4.5,Freelancer,7,Evening,Dine-in,y,False
Customer507,Male,22.0,13.0,32461.0,Pizza,Barista Drinks,3.0,67,E-Wallet,2.4,Employee,12,Morning,Delivery,y,False
Customer508,Male,26.0,45.0,102626.0,Asian Delight,Smoothies,1.0,53,Cash,1.7,Entrepreneur,7,Afternoon,Delivery,y,True
Customer509,Female,22.0,44.0,38527.0,Burgers & Sandwiches,Barista Drinks,24.0,41,Cash,4.4,Student,5,Evening,Dine-in,y,False
Customer510,Male,20.0,42.0,123413.0,Snacks,Mocktail,28.0,10,Cash,3.1,Employee,10,Morning,Dine-in,y,True
Customer511,Male,41.0,30.0,27947.0,Salad & Soup,Others,12.0,66,E-Wallet,2.0,Entrepreneur,4,Evening,Takeaway,y,True
Customer512,Female,43.0,27.0,103851.0,Western Food,Frappe,4.0,58,Credit Card,2.2,Employee,13,Evening,Delivery,y,True
Customer513,Male,22.0,5.0,51210.0,Spaghetti,Yakult,8.0,110,E-Wallet,1.7,Student,3,Evening,Dine-in,y,True
Customer514,Male,32.0,31.0,22278.0,Burgers & Sandwiches,Barista Drinks,17.0,56,E-Wallet,2.7,Retired,14,Night,Dine-in,y,False
Customer515,Female,60.0,49.0,105172.0,Spaghetti,Kopi Susu Lokal,28.0,13,Credit Card,3.9,Retired,15,Afternoon,Delivery,y,False
Customer516,Female,39.0,37.0,48240.0,Rice Bowl,Smoothies,20.0,19,Credit Card,2.9,Freelancer,12,Morning,Dine-in,y,True
Customer517,Female,21.0,18.0,109344.0,Rice Bowl,Others,5.0,53,Debit Card,5.0,Entrepreneur,13,Night,Delivery,y,True
Customer518,Male,34.0,30.0,115574.0,Burgers & Sandwiches,Mocktail,3.0,55,Credit Card,2.8,Freelancer,1,Morning,Dine-in,y,False
Customer519,Female,26.0,18.0,29115.0,Salad & Soup,Yakult,25.0,57,Cash,2.2,Freelancer,17,Evening,Dine-in,y,True
Customer520,Female,60.0,43.0,64302.0,Asian Delight,Yakult,4.0,113,E-Wallet,2.7,Retired,12,Afternoon,Takeaway,y,False
Customer521,Male,54.0,37.0,33228.0,Burgers & Sandwiches,Frappe,26.0,81,Credit Card,3.1,Employee,17,Night,Dine-in,y,True
Customer522,Female,30.0,41.0,43764.0,Burgers & Sandwiches,Manual Brew,22.0,47,E-Wallet,4.9,Employee,7,Morning,Delivery,y,False
Customer523,Female,29.0,24.0,135456.0,Rice Bowl,Juices,19.0,41,Cash,3.0,Freelancer,0,Afternoon,Takeaway,y,True
Customer524,Male,31.0,10.0,63828.0,Spaghetti,Smoothies,28.0,11,Credit Card,1.5,Freelancer,4,Afternoon,Delivery,y,True
Customer525,Female,25.0,19.0,54049.0,Spaghetti,Yakult,1.0,30,E-Wallet,1.7,Retired,11,Afternoon,Dine-in,y,False
Customer526,Male,42.0,36.0,133503.0,Western Food,Kopi Susu Lokal,16.0,56,Cash,3.8,Entrepreneur,0,Afternoon,Dine-in,y,True
Customer527,Male,51.0,35.0,49816.0,Salad & Soup,Classic Coffee,16.0,61,Credit Card,2.7,Student,15,Morning,Dine-in,y,True
Customer528,Male,55.0,50.0,119597.0,Burgers & Sandwiches,Yakult,13.0,77,E-Wallet,3.5,Retired,4,Night,Dine-in,y,True
Customer529,Female,60.0,11.0,66356.0,Rice Bowl,Smoothies,3.0,99,Cash,2.6,Employee,0,Morning,Takeaway,y,False
Customer530,Female,40.0,13.0,63876.0,Salad & Soup,Yakult,26.0,56,E-Wallet,4.6,Freelancer,20,Afternoon,Dine-in,y,True
Customer531,Male,44.0,36.0,61768.0,Pizza,Barista Drinks,26.0,35,E-Wallet,4.5,Freelancer,18,Evening,Takeaway,y,True
Customer532,Male,45.0,30.0,27089.0,Western Food,Yakult,13.0,53,Debit Card,1.8,Entrepreneur,2,Evening,Takeaway,y,False
Customer533,Female,35.0,28.0,46219.0,Pizza,Kopi Susu Lokal,29.0,76,Cash,2.1,Entrepreneur,5,Morning,Delivery,y,True
Customer534,Female,50.0,4.0,40169.0,Burgers & Sandwiches,Classic Coffee,23.0,61,Credit Card,4.8,Retired,11,Night,Takeaway,y,True
Customer535,Female,34.0,11.0,51365.0,Spaghetti,Others,3.0,117,E-Wallet,1.3,Entrepreneur,11,Afternoon,Dine-in,y,False
Customer536,Female,55.0,10.0,126528.0,Asian Delight,Barista Drinks,28.0,103,Cash,1.1,Entrepreneur,3,Evening,Dine-in,y,False
Customer537,Male,52.0,2.0,65254.0,Rice Bowl,Smoothies,9.0,108,Cash,4.6,Student,12,Night,Dine-in,y,True
Customer538,Female,21.0,46.0,116759.0,Western Food,Juices,8.0,30,Debit Card,4.3,Entrepreneur,10,Night,Delivery,y,True
Customer539,Male,45.0,18.0,33605.0,Asian Delight,Classic Coffee,26.0,80,Debit Card,1.6,Student,9,Night,Takeaway,y,True
Customer540,Female,27.0,48.0,139222.0,Snacks,Yakult,14.0,35,E-Wallet,3.3,Employee,11,Morning,Takeaway,y,True
Customer541,Male,35.0,29.0,113252.0,Burgers & Sandwiches,Others,27.0,33,Credit Card,1.3,Freelancer,3,Afternoon,Delivery,y,False
Customer542,Male,43.0,9.0,137831.0,Rice Bowl,Mocktail,11.0,52,E-Wallet,2.7,Student,6,Evening,Delivery,y,True
Customer543,Male,57.0,45.0,133307.0,Snacks,Kopi Susu Lokal,28.0,40,Cash,1.6,Retired,12,Morning,Dine-in,y,False
Customer544,Male,41.0,39.0,134926.0,Burgers & Sandwiches,Others,11.0,41,Cash,3.5,Entrepreneur,7,Night,Takeaway,y,True
Customer545,Female,22.0,22.0,121064.0,Asian Delight,Manual Brew,27.0,112,Cash,2.3,Freelancer,0,Evening,Takeaway,y,False
Customer546,Male,25.0,37.0,110236.0,Asian Delight,Mocktail,21.0,30,Credit Card,3.3,Employee,3,Afternoon,Dine-in,y,False
Customer547,Female,56.0,19.0,122865.0,Rice Bowl,Frappe,20.0,116,Credit Card,4.6,Student,10,Evening,Takeaway,y,False
Customer548,Female,45.0,24.0,29741.0,Salad & Soup,Yakult,16.0,23,Credit Card,3.7,Employee,6,Evening,Dine-in,y,True
Customer549,Male,29.0,46.0,24863.0,Rice Bowl,Kopi Susu Lokal,13.0,13,Debit Card,1.4,Retired,8,Afternoon,Delivery,y,False
Customer550,Male,60.0,41.0,113392.0,Western Food,Manual Brew,6.0,98,Credit Card,2.8,Employee,15,Morning,Dine-in,y,True
Customer551,Male,42.0,17.0,64949.0,Snacks,Juices,27.0,22,Debit Card,3.9,Employee,20,Morning,Dine-in,y,False
Customer552,Female,57.0,50.0,112535.0,Rice Bowl,Barista Drinks,12.0,74,E-Wallet,3.4,Student,14,Night,Takeaway,y,False
Customer553,Female,59.0,44.0,64822.0,Pizza,Barista Drinks,14.0,95,E-Wallet,3.6,Retired,18,Morning,Takeaway,y,False
Customer554,Female,52.0,26.0,71929.0,Asian Delight,Kopi Susu Lokal,18.0,64,Debit Card,4.6,Student,9,Evening,Delivery,y,False
Customer555,Male,51.0,16.0,46336.0,Spaghetti,Smoothies,27.0,66,Debit Card,4.6,Freelancer,16,Night,Dine-in,y,True
Customer556,Female,46.0,40.0,143987.0,Salad & Soup,Manual Brew,26.0,82,Debit Card,2.1,Freelancer,11,Evening,Dine-in,y,True
Customer557,Female,44.0,12.0,96161.0,Asian Delight,Manual Brew,18.0,84,Debit Card,4.4,Retired,17,Night,Takeaway,y,False
Customer558,Male,27.0,34.0,20003.0,Spaghetti,Mocktail,20.0,93,Cash,1.2,Retired,7,Evening,Dine-in,y,False
Customer559,Male,49.0,18.0,88545.0,Salad & Soup,Juices,21.0,39,E-Wallet,2.9,Student,6,Afternoon,Delivery,y,True
Customer560,Female,60.0,6.0,95213.0,Burgers & Sandwiches,Smoothies,7.0,65,E-Wallet,1.6,Retired,17,Night,Delivery,y,False
Customer561,Male,60.0,13.0,95808.0,Asian Delight,Manual Brew,27.0,44,Credit Card,1.2,Employee,9,Morning,Dine-in,y,False
Customer562,Female,19.0,15.0,78339.0,Salad & Soup,Others,5.0,112,Credit Card,3.4,Student,15,Afternoon,Dine-in,y,False
Customer563,Male,24.0,30.0,32569.0,Rice Bowl,Kopi Susu Lokal,18.0,49,Cash,4.6,Entrepreneur,4,Afternoon,Delivery,y,False
Customer564,Male,21.0,22.0,116577.0,Salad & Soup,Frappe,26.0,53,Debit Card,2.7,Entrepreneur,9,Morning,Dine-in,y,True
Customer565,Male,24.0,40.0,133604.0,Snacks,Classic Coffee,2.0,65,Debit Card,1.1,Entrepreneur,15,Night,Dine-in,y,False
Customer566,Male,27.0,27.0,53322.0,Western Food,Others,23.0,45,E-Wallet,1.9,Student,12,Morning,Dine-in,y,False
Customer567,Male,24.0,27.0,36450.0,Asian Delight,Frappe,26.0,66,Credit Card,1.3,Freelancer,5,Evening,Takeaway,y,True
Customer568,Female,36.0,3.0,22770.0,Burgers & Sandwiches,Smoothies,27.0,85,Debit Card,1.9,Entrepreneur,14,Evening,Dine-in,y,False
Customer569,Female,53.0,48.0,63859.0,Spaghetti,Yakult,23.0,32,Cash,4.2,Employee,18,Night,Takeaway,y,False
Customer570,Female,27.0,36.0,47256.0,Salad & Soup,Barista Drinks,15.0,65,E-Wallet,3.7,Entrepreneur,2,Night,Dine-in,y,True
Customer571,Female,40.0,16.0,57289.0,Spaghetti,Mocktail,17.0,11,Cash,3.6,Employee,16,Morning,Takeaway,y,True
Customer572,Female,18.0,49.0,67917.0,Salad & Soup,Classic Coffee,16.0,58,Credit Card,1.3,Retired,1,Evening,Dine-in,y,True
Customer573,Male,46.0,37.0,45484.0,Western Food,Frappe,17.0,89,E-Wallet,4.4,Employee,5,Morning,Delivery,y,True
Customer574,Male,48.0,16.0,72917.0,Pizza,Yakult,21.0,74,Debit Card,3.8,Freelancer,6,Evening,Takeaway,y,True
Customer575,Male,40.0,12.0,63317.0,Western Food,Frappe,17.0,63,Debit Card,4.9,Employee,18,Evening,Takeaway,y,False
Customer576,Female,42.0,11.0,110183.0,Snacks,Classic Coffee,26.0,24,Debit Card,1.4,Employee,4,Night,Delivery,y,True
Customer577,Female,55.0,18.0,56074.0,Western Food,Mocktail,24.0,85,Debit Card,4.5,Entrepreneur,16,Evening,Takeaway,y,False
Customer578,Female,38.0,28.0,117472.0,Asian Delight,Smoothies,24.0,83,E-Wallet,3.1,Student,13,Evening,Dine-in,y,False
Customer579,Female,52.0,33.0,82208.0,Western Food,Barista Drinks,10.0,87,E-Wallet,1.3,Freelancer,6,Night,Takeaway,y,True
Customer580,Male,20.0,40.0,55381.0,Asian Delight,Juices,21.0,59,Cash,2.8,Student,4,Evening,Delivery,y,False
Customer581,Male,25.0,33.0,80804.0,Snacks,Classic Coffee,7.0,67,Cash,2.5,Student,4,Afternoon,Dine-in,y,True
Customer582,Male,37.0,15.0,97158.0,Pizza,Manual Brew,16.0,113,Cash,4.1,Retired,12,Afternoon,Dine-in,y,True
